model,manufacturer
AAC121SRA,Maytag
AZ21E15D5CV4,General Electric
PTA12G3AMBCC35B,ClimateMaster
AZ39H07DAB,General Electric
52ME-U12---4,Carrier
52CE-312---4,Carrier
LWHD1009R,LG
EZ15B3CSC1S34AA,Islandaire
AZ25E15E5BM1,General Electric
AZC212DBV3,General Electric
AZC312DBV3,General Electric
AZC312DBV2,General Electric
AZ32H12D3CM1,General Electric
AZ32H12D3DM2,General Electric
52CE-212---3,Carrier
PTC123B35AZ,Amana
MH12A3PB235,Amana
MH09A3PB235,Amana
PTH074E25A,Amana
FAK103J1V,Frigidaire
AZ35H1D3BM1,General Electric
AZ35H15D3CM1,General Electric
CP08F10,Friedrich
LP121CEM-Y8,LG
PTC098B35AE,Amana
AJES10DCCM1,General Electric
EK12J33A-3,Friedrich
EK12J33B-A,Friedrich
AEE12DKG1,General Electric
AEE12DNL1,General Electric
PTH094E35A,Amana
AJCQ10DCD,General Electric
C094-D10AS,Comitale National Inc
PBC093E00AX,Amana
PTC094E25AXXX,Amana
PTC093E25CXXX,Amana
FAS257S2A,Frigidaire
AZ22E09D2BM1,General Electric
PTH073B35AG,Amana
52CEC209351AA,Carrier
A7X06F2,Fedders
A2B578DAALGA,General Electric
MQE12EG35M1E,McQuay
DRYC073B35CM,Amana
52SCD007301AA,Carrier
AZ22E09E3CM1,General Electric
PTEC0901EBA,Trane
PBE093E35BX,Amana
PTC154E35AXXX,Amana
38HWC182A-1B,Magic Pak
AZ25E09E4BM1,General Electric
PTH09335D,Amana
CP12F10,Friedrich
PTH154E35AXXX,Amana
PTC124E50A,Amana
PTC123E00HXX,Amana
WY13B33A-A,Friedrich
PTH07335JR,Amana
PTH12335JR,Amana
ZW5000T8,LG
LW1011ER,MDM Commercial
PBH092E12AX,Amana
PBE093E35AX,Amana
PTC09325ER,Amana
PTC07325ER,Amana
PTC123A35CB,Amana
PTC123A35AG,Amana
SS12M10,Friedrich
LP090HED,LG
EZRM12A2F8A14AA,Islandaire
EZ4209B9B1S44AA,Islandaire
PTH093B25CJ,Amana
PTH15335CM,Amana
LWHD100ER,LG
PDE07K3SD,Friedrich
52CE-515---3,Carrier
AZ21E12D3CV1,General Electric
XQ05M10,Friedrich
CP10F10,Friedrich
52CEE307331AA,Carrier
AZ41E12DAC,General Electric
EZ12E245F2A14AA,Islandaire
WE10C33,Friedrich
A6Y12F2B-E,Fedders
MEY12F7F-E,Maytag
B12C3HEW,Amana
AEY12F7G-A,Fedders
52FEB312321CC,Carrier
LP090CED,LG
PTC154E50AXXX,Amana
EZ09A216B1A10AT,Islandaire
LP155CED1,LG
PTC124E50AXXX,Amana
LP156CD5A,LG
AGM08LJG1,General Electric
AZ58H15DAC,General Electric
52FEC108121EC,Carrier
BWE12A,Black & Decker
AZC709DBV2,General Electric
AZ31H12D3DV1,General Electric
AZ31H09DADV1,General Electric
52CEA309401AA,Carrier
12C3EW,Maytag
AJES09DCM1,General Electric
ME12A3PA235,Amana
PDE09R3SE,Friedrich
PDH15R5SF,Friedrich
LT1230CR,LG
52SEE307401,Carrier
ENR0098XXHH-CCYXXXX2Y,McQuay
52SEA309301AA,Carrier
AZ39H15DADM1,General Electric
52FEA108121EC,Carrier
EZ12E3EDD1A44AA,Islandaire
EZ12E3EAD1A1AJZ,Islandaire
EZ12E3EAD1A1JYZ,Islandaire
EZ12EBEDC1A1JYZ,Islandaire
EZ12E3EDD1A4JUZ,Islandaire
9C3EW,Amana
52F5,Carrier
AEU12W7F,Fedders
EZ09E216C1C10AB,Islandaire
EZ4212B9B1S44AA,Islandaire
EZRM09E2C1A14AA,Islandaire
Unknown,Remington
PTHC0901GNA,Trane
LT1210CR,LG
MEA009A334,McQuay
ES12J33B-A,Friedrich
EK12J33A-1,Friedrich
M7D24E7B,Maytag
PTC073D35AR,Amana
52CEB315431AA,Carrier
AZ29E15EACM1,General Electric
AZ29E15EABM1,General Electric
EZ12A3EDE1S40AB,Islandaire
AEY18F7G,Fedders
PTC154A35AD,Amana
A2B678EPASWA,General Electric
ASW08FKS1,General Electric
WAC053H7A2,White Westinghouse
52CEC312441CP,Carrier
52CEC312441AA,Carrier
52CQ309---3---RC,Carrier
AZ38H15DABM2,General Electric
EZ12A9GSR1S44A,Islandaire
ACE184XR0,Whirlpool
A3B588DJALQ2,General Electric
A3B588DJALQ1,General Electric
AZ22E15E3BM1,General Electric
AZ35H07D5BM1,General Electric
LWHD1000CR,LG
9M32PBEH,Amana
830ANX009003AAAA,Bryant
C-16-65-2,Lennox
Unknown,Nelson Aire
EZ09E216F8A1RVZ,Islandaire
M12YH,Friedrich
GAA12AB-D,Gree
PTH12335E,Amana
Unknown,Janitrol
Unknown,Nordyne
AZ21E12E5CV4,General Electric
AZ21E15E3CV3,General Electric
52SEA309401AA,Carrier
AZ22E12E4BM3,General Electric
AZ22E12E3BM2,General Electric
Unknown,Sharp
52SED309301RC,Carrier
LW1211ER,LG
PTC074E25AXXX,Amana
PTC0973A35AB,Amana
PTC154A35AB,Amana
AZ21E06D3CV3,General Electric
AZ25E07D2BM1,General Electric
PTH153E35CXXX,Amana
FAH126J2T2,Frigidaire
AZ25E12D2CM1,General Electric
AJK10DFV1,General Electric
52CEC207314A,Carrier
EZ12E2CMF4A10UZ,Islandaire
US08D10,Friedrich
WAH086P1T2,White Westinghouse
US10D30,Friedrich
PTC093B35AG,Amana
THB12K34STA,Friedrich
CP05F10,Friedrich
PTC153E25A,Amana
EZ4215B2C1S44AA,Islandaire
AZ31H09D3CV1,General Electric
AZ35H15D3BM2,General Electric
PTC093B35AMBF,Amana
52SED309401AA,Carrier
PTC15350J,Amana
12C208,Remington
07B208,Remington
09C208KXAB,McQuay
15C208KXAB,McQuay
PTC093B25DJ,Amana
LW2512ER,LG
52CQ2153RC,Carrier
PTHB12B208,McQuay
PTHP12B208,McQuay
AJCS09DCA,General Electric
AZ25E12D3B,General Electric
EZ4209A3E1S44AA,Islandaire
PTHP12C208,McQuay
PTH073B25AC,Amana
PTH077A25AC,Amana
52CQB312431AA,Carrier
52CEA312401AA,Carrier
US12C30,Friedrich
